Db,Ndb Id,FoodDescription,Manufacturer
BF,45101221,"DARK CHOCOLATE DREAM, PURE DARK CHOCOLATE BAR, UPC: 077241012369","THE HAIN CELESTIAL GROUP, INC."
BF,45100538,"FRAN'S CHOCOLATES, FRAN'S BLEND DARK CHOCOLATE, UPC: 749668242208","FRAN'S CHOCOLATES, LTD."
BF,45100206,"DILETTANTE CHOCOLATES, GALAXY ASSORTMENT MILK & WHITE CHOCOLATES, UPC: 037041029738","Seattle Gourmet Foods, Inc."
BF,45099912,"FERRARA CHOCOLATE, MILK CHOCOLATE, ORANGE, UPC: 041420064005",FERRARA CANDY COMPANY
BF,45099348,"STEENLAND CHOCOLATE, MILK CHOCOLATE CLOGS, UPC: 8718800001081",Steenland Chocolate B.V.
BF,45099318,"DILETTANTE CHOCOLATES, TOFFEE CRUNCH DOUBLE MILK CHOCOLATE, UPC: 037041008108","Seattle Gourmet Foods, Inc."
BF,45096282,"BARRICINI, DARK CHOCOLATE PRETZELS, DARK CHOCOLATE, UPC: 075655390226",Eddyleon Chocolate Co Inc
BF,45164071,"ELMER CHOCOLATE, HAPPY VALENTINE DAY CHOCOLATE, UPC: 041761100592",ELMER CANDY CORPORATION
BF,45252395,"M&M'S, CHOCOLATE CANDY, MILK CHOCOLATE, UPC: 040000500803",Mars Chocolate North America LLC
BF,45162837,"KOPPERS CHOCOLATE, MILK CHOCOLATE CARAMEL APPLE CORDIALS, UPC: 020439018667",Koppers Chocolate Specialty Co
BF,45162708,"NIAGARA CHOCOLATES, MILK CHOCOLATE BASEBALLS, UPC: 012292000484","SweetWorks Confections, LLC"
BF,45150737,"NIAGARA CHOCOLATES, MILK CHOCOLATE WAYNE RABBIT, UPC: 012292000057","SweetWorks Confections, LLC"
BF,45169916,"CHARLES CHOCOLATES, MINT CHOCOLATE ALMONDS, UPC: 859033004390","Chocolate Holdings, Inc."
BF,45147602,"SPLENDID CHOCOLATE, HOLLOW SKULLS PREMIUM MILK CHOCOLATE, UPC: 065278304618",Splendid Chocolates Ltd.
BF,45205210,"ALLEGRO, DRINKING CHOCOLATE, WHITE CHOCOLATE, UPC: 014321174265",Allegro Coffee Company
BF,45205660,"LIBERTY CHOCOLATE, CHOCOLATE, HAZELNUT COFFEE, UPC: 748252129123",none
BF,45205571,"LIBERTY CHOCOLATE, CHOCOLATE, PEANUT BUTTER BANANA, UPC: 713757062435","Cowrind Studios, Inc."
BF,45099345,"LUXORY CHOCOLATE, CUBE BITES, WHITE CHOCOLATE, UPC: 8809324622149",none
BF,45250606,"ETHEL M.CHOCOLATES, SUGAR FREE DARK CHOCOLATE, UPC: 012937471266",Mars Retail Group Inc.
BF,45187784,"PURE 7 CHOCOLATE, CHOCOLATE BAR, COCONUT & CHERRY, UPC: 853079006066",Handmade By 2 Moms LLC
BF,45164070,"ELMER CHOCOLATE, ASSORTED MILK CHOCOLATES HEART, UPC: 041761100523",ELMER CANDY CORPORATION
BF,45252308,"GODIVA, CHOCOLATE WITH CREAMY CHOCOLATE FILLINGS, UPC: 031290109760","Godiva Chocolatier, Inc."
BF,45252196,"ETHEL M CHOCOLATES, SATIN CREMES COLLECTION, CHOCOLATES, UPC: 012937446653",Mars Retail Group Inc.
BF,45162707,"NIAGARA CHOCOLATES, MILK CHOCOLATE IN-LINE SKATE, UPC: 012292000194","SweetWorks Confections, LLC"
BF,45248500,"M&M'S, CHOCOLATE CANDIES, HOT CHOCOLATE, UPC: 040000502739",Mars Chocolate North America LLC
BF,45169915,"CHARLES CHOCOLATES, ORANGE TWIGS CHOCOLATE, UPC: 859033004383","Chocolate Holdings, Inc."
BF,45169391,"SELAZON CHOCOLATE CO, DARK CHOCOLATE, SEA SALT, UPC: 850225002118",SALAZON CHOCOLATE CO.
BF,45205799,"WILBUR'S OF MAINE, CHOCOLATE CONFECTIONS, DARK CHOCOLATE, GINGER, UPC: 813213003856",Wilbur's Of Maine Chocolate Confections
BF,45205572,"LIBERTY CHOCOLATE, 60% COCOA CHOCOLATE, CHERRY POMEGRANATE, UPC: 713757062534","Cowrind Studios, Inc."
BF,45205541,"LIBERTY CHOCOLATE, CHOCOLATE, CHAI ESPRESSO, UPC: 696859143809","Topo-Logic Systems, Inc."
BF,45205697,"LAKE CHAMPLAIN CHOCOLATES, MILK & DARK CHOCOLATES, UPC: 769933856718",Champlain Chocolate Company
SR,19078,"Baking chocolate, unsweetened, squares",Sweets
BF,45166056,"GHIRARDELLI CHOCOLATE, MILK CHOCOLATE, PEPPERMINT BROWNIE, UPC: 747599707254",GHIRARDELLI CHOCOLATE COMPANY
BF,45149568,"GHIRARDELLI CHOCOLATE, PRESTIGE COLLECTION MILK CHOCOLATE, CARAMEL, UPC: 747599400124",GHIRARDELLI CHOCOLATE COMPANY
BF,45341116,"TAZA CHOCOLATE, STONE GROUND DARK CHOCOLATE, UPC: 856072004589",TAZA CHOCOLATE
BF,45095602,"KROGER, CHOCOLATE MILK MIX, CHOCOLATE, UPC: 011110734853",The Kroger Co.
BF,45093935,"LAKE CHAMPLAIN CHOCOLATES, ORGANIC DARK CHOCOLATE, UPC: 769933854950",Champlain Chocolate Company
BF,45305317,"WEIGHTWATCHERS, BITE SIZE DARK CHOCOLATE CANDIES, CHOCOLATE, UPC: 076740075929","WHITMAN'S CANDIES, INC."
BF,45093085,"DILETTANTE CHOCOLATES, MILK CHOCOLATE MELTING & DIPPING WAFERS, UPC: 037041090127","Seattle Gourmet Foods, Inc."
BF,45095722,"EQUAL EXCHANGE CHOCOLATES, DARK CHOCOLATE, ORANGE, UPC: 745998990178","Equal Exchange, Inc."
BF,45145646,"EQUAL EXCHANGE CHOCOLATES, DARK CHOCOLATE, UPC: 745998990208","Equal Exchange, Inc."
BF,45091069,"BAREFOOT & CHOCOLATE, HAZELNUT CHOCOLATE SPREAD, UPC: 858386004002",Barefoot and Chocolate LLC
BF,45205698,"LAKE CHAMPLAIN CHOCOLATES, DARK CHOCOLATES, UPC: 769933856763",Champlain Chocolate Company
BF,45123243,"CHOCOLATE, CHOCOLATE CREAM COVERED BISCUIT STICKS, UPC: 073141150040",none
SR,19125,Chocolate-flavored hazelnut spread,Sweets
BF,45153634,"GHIRARDELLI CHOCOLATE, HOLIDAY CARAMEL CHOCOLATE TRIO, UPC: 747599325496",GHIRARDELLI CHOCOLATE COMPANY
BF,45167858,"365 EVERYDAY VALUE, LOWFAT CHOCOLATE MILK, CHOCOLATE, UPC: 099482430559","Whole Foods Market, Inc."
BF,45158558,"CHOCOLATE ORCHARD, DARK CHOCOLATE COVERED ALMONDS, UPC: 846548093568",CIBO VITA INC
BF,45144645,"THE MADELAINE CHOCOLATE COMPANY, SOLID MILK CHOCOLATE CIGARS, UPC: 000609406104",Madelaine Chocolate Novelties
BF,45093801,"SEATTLE CHOCOLATES, MILK CHOCOLATE TRUFFLE BAR, PEPPERMINT, UPC: 081014000019","Seattle Chocolate Company, Inc"
BF,45093099,"DILETTANTE CHOCOLATES, MELTING & DIPPING WAFERS, WHITE CHOCOLATE, UPC: 037041090134","Seattle Gourmet Foods, Inc."
BF,45093080,"DILETTANTE CHOCOLATES, SEMISWEET CHOCOLATE MELTING & DIPPING WAFERS, UPC: 037041090110","Seattle Gourmet Foods, Inc."
BF,45095783,"EQUAL EXCHANGE CHOCOLATES, ORGANIC DARK CHOCOLATE, ALMOND, UPC: 745998990147","Equal Exchange, Inc."
BF,45305083,"PLANTATION CHOCOLATE, PUERTO CABELLO, MILK CHOCOLATE, UPC: 858335002073",none
BF,45152858,"VIRGINIA DINER, CHOCOLATE COVERED PEANUT BRITTLE, CHOCOLATE, UPC: 085582071907","The Virginia Diner, Inc."
BF,45111829,"MAC CHOCOLATE BAR, DARK CHOCOLATE BAR, UPC: 733549029132","SAVORY FOODS, INC."
BF,45136624,"INTERNATIONAL DELIGHT, HOT CHOCOLATE, MILK CHOCOLATE, UPC: 041271027174",Dean Foods Company
BF,45157068,"ELMER CHOCOLATE, SEASON'S GREETINGS ASSORTED CHOCOLATE, UPC: 041761101339",ELMER CANDY CORPORATION
BF,45036990,"KRAS, NAPOLITANKE, WAFERS WITH CHOCOLATE FILLING, CHOCOLATE CREAM, UPC: 616618002345",Adria Imports Inc.
BF,45155160,"SANDERS, CHOCOLATE COVERED SNACKS, DARK CHOCOLATE CRANBERRIES, UPC: 035900270307",Morley Candy Makers Inc.
BF,45149724,"LAKE CHAMPLAIN CHOCOLATES, MILK CHOCOLATE, CARAMEL, UPC: 769933856183",Champlain Chocolate Company
BF,45153802,"LAKE CHAMPLAIN CHOCOLATES, DARK CHOCOLATE, MAPLE CARAMEL, UPC: 769933856206",Champlain Chocolate Company
BF,45034765,"KOZYSHACK, SIMPLY WELL, CHOCOLATE PUDDING, CHOCOLATE, UPC: 073491092007","LAND O'LAKES, INC."
BF,45106354,"LITTLE SECRETS, PREMIUM CHOCOLATE CANDIES, MILK CHOCOLATE, UPC: 859453005199","Little Secrets, LLC"
BF,45103529,"NICE!, CHOCOLATES COVERED BLUEBERRIES, DARK CHOCOLATE, UPC: 049022894815",WALGREENS CO.
BF,45165177,"SEATTLE CHOCOLATES, ASSORTED CHOCOLATE TRUFFLES, UPC: 081014090584","Seattle Chocolate Company, Inc"
BF,45147035,"ELMER CHOCOLATE, HAPPY VALENTINE DAY ASSORTED CHOCOLATES, UPC: 041761103623",ELMER CANDY CORPORATION
BF,45241372,"SEATTLE CHOCOLATES, ASSORTED MILK CHOCOLATE TRUFFLES, SUBLIME, UPC: 081014090560","Seattle Chocolate Company, Inc"
BF,45111820,"MAC CHOCOLATE BAR, MILK CHOCOLATE BAR, UPC: 733549028975","SAVORY FOODS, INC."
BF,45145716,"GHIRARDELLI CHOCOLATE, SWEET GROUND CHOCOLATE AND COCOA, UPC: 747599620287",GHIRARDELLI CHOCOLATE COMPANY
BF,45350288,"CHOCOLATE BREADED SPONGE CAKE WITH CHOCOLATE CREAMY FILLING, UPC: 888109111755","HOSTESS BRANDS, LLC"
BF,45166231,"LAKE CHAMPLAIN CHOCOLATES, CHOCOLATE OF VERMONT, UPC: 769933853748",Champlain Chocolate Company
BF,45035480,"GLUTINO, DECADENT CHOCOLATE CAKE MIX, CHOCOLATE, UPC: 737880001659","The Gluten-Free Pantry, Inc."
BF,45157188,"NICE!, CHOCOLATE CANDIES, BERRY CHOCOLATE, UPC: 049022890374",WALGREENS CO.
BF,45161223,"LAKE CHAMPLAIN CHOCOLATES, MILK CHOCOLATE PEANUT BUTTER, UPC: 769933856190",Champlain Chocolate Company
BF,45165842,"MOONSTRUCK CHOCOLATE CO., SPOOKY SPIDER COLLECTION CHOCOLATES, UPC: 711175122960",MOONSTRUCK CHOCOLATE CO.
BF,45145705,"GHIRARDELLI CHOCOLATE, SQUARES, PREMIUM CHOCOLATE ASSORTMENT, UPC: 747599323416",GHIRARDELLI CHOCOLATE COMPANY
BF,45172533,"KOPPERS CHOCOLATES, VALENTINE CORDIALS DARK CHOCOLATE, UPC: 020439817536",Koppers Chocolate Specialty Co
BF,45161800,"DROGA CHOCOLATES, JOLLY GINGERBREAD COOKIE, CHOCOLATE COVERED, UPC: 851729003366","Droga Chocolates, LLC"
BF,45154469,"THE MADELAINE CHOCOLATE COMAPNY, SOLID MILK CHOCOLATE, UPC: 000609962037",Madelaine Chocolate Novelties
BF,45154471,"THE MADELAINE CHOCOLATE COMPANY, SOLID DARK CHOCOLATE, UPC: 000609962044",Madelaine Chocolate Novelties
BF,45153659,"FRAN'S CHOCOLATES, GRAY SALT CARAMEL CHOCOLATES, UPC: 749668233121","FRAN'S CHOCOLATES, LTD."
BF,45248738,"ETHEL M CHOCOLATES, ALMOND BUTTER KRISP CHOCOLATES, UPC: 129371701030",none
BF,45157213,"RICH'S, CHOCOLATE CHIP COOKIE, CHOCOLATE CHIP, UPC: 049800154841",RICH PRODUCTS CORPORATION
BF,45084019,"TOFUTTI BRAND, CUTIES, CHOCOLATE, CHOCOLATE, UPC: 020188013074",TOFUTTI BRANDS INC.
BF,45318418,"CHOCOLATE CANDIES, MADE WITH DARK CHOCOLATE, UPC: 040000470694",Mars Chocolate North America LLC
BF,45318265,"MILK CHOCOLATE GRANOLA BARS, REAL MILK CHOCOLATE, UPC: 040000133919",Mars Chocolate North America LLC
BF,45149567,"GHIRARDELLI CHOCOLATE, DARK CHOCOLATE SQUARES, SPICY CARAMEL, UPC: 747599709975",GHIRARDELLI CHOCOLATE COMPANY
BF,45142001,"THE MADELAINE CHOCOLATE COMPANY, SOLID MILK CHOCOLATE, UPC: 000609983001",Madelaine Chocolate Novelties
BF,45153639,"GHIRARDELLI CHOCOLATE, DARK CHOCOLATE SPICY CARAMEL SQUARES, UPC: 747599324352",GHIRARDELLI CHOCOLATE COMPANY
BF,45149967,"VALOS CHOCOLATES, FOILED EASTER EGGS MILK CHOCOLATE, UPC: 817176603344",Valos Candy Co.
BF,45159435,"TEJAS CHOCOLATE, STOUT MILK CHOCOLATE, UPC: 859037004167",Tejas Chocolate LLC
BF,45237456,"GEARHARTS FINE CHOCOLATES, MILK CHOCOLATE BAR, ALMOND, UPC: 898111002125",GEARHARTS FINE CHOCOLATES
BF,45142966,"PALMER, CHOCOLATE HEART, MILK CHOCOLATE, UPC: 041269306915",R.M. PALMER CO.
BF,45145238,"KOPPERS CHOCOLATE, MILK CHOCOLATE MARSHMALLOW S'MORES, UPC: 020439043966",Koppers Chocolate Specialty Co
BF,45161520,"VALOS CHOCOLATES, MILK CHOCOLATE PUDGY BUNNY, UPC: 817176601623",Valos Candy Co.
BF,45304715,"PREMIUM ORCHARD, MILK CHOCOLATE RAISINS, CHOCOLATE, UPC: 767000920058",Mixed Nuts Inc.
BF,45161973,"JOHN KELLY CHOCOLATES, HANDCRAFTED CHOCOLATE COLLECTION, UPC: 855580001257","John Kelly Foods, Inc."
BF,45318303,"WHIPPED UP, FLUFFY CHOCOLATE-ON-CHOCOLATE TASTE, UPC: 040000016038",Mars Chocolate North America LLC
BF,45161052,"GHIRARDELLI CHOCOLATE, DARK CHOCOLATE SQUARES BAR, UPC: 747599709968",GHIRARDELLI CHOCOLATE COMPANY
BF,45142002,"THE MADELAINE CHOCOLATE COMPANY, SOLID DARK CHOCOLATE, UPC: 000609983032",Madelaine Chocolate Novelties
BF,45086422,"GHIRARDELLI CHOCOLATE, DARK CHOCOLATE SQUARES, SPICY CARAMEL, UPC: 747599324338",GHIRARDELLI CHOCOLATE COMPANY
BF,45156242,"NIAGARA CHOCOLATES, MILK CHOCOLATE FOOTBALLS, UPC: 012292000514","SweetWorks Confections, LLC"
BF,45162071,"TEJAS CHOCOLATE, 55% CACAO STOUT MILK CHOCOLATE, UPC: 859037004297",Tejas Chocolate LLC
BF,45232583,"SHOPRITE, LOW FAT CHOCOLATE MILK, CHOCOLATE, UPC: 041190454952",WAKEFERN FOOD CORPORATION
BF,45166775,"BIRMINGHAM CHOCOLATE, CHOCOLATE, SALTED TOASTED COCONUT, UPC: 852020003116",Birmingham Chocolate LLC
BF,45161819,"BIRMINGHAM CHOCOLATE, BLUEBERRY NIBS CHOCOLATE, UPC: 852020003093",Birmingham Chocolate LLC
BF,45158598,"BIRMINGHAM CHOCOLATE, CHOCOLATE, GOJI BERRY LAVENDER, UPC: 852020003123",Birmingham Chocolate LLC
BF,45161042,"GHIRARDELLI CHOCOLATE, SQUARES, FALL ASSORTMENT CHOCOLATE, UPC: 747599323492",GHIRARDELLI CHOCOLATE COMPANY
BF,45294664,"PEANUTS MADE WITH REAL MILK CHOCOLATE, CHOCOLATE CANDIES., UPC: 04003207",Mars Chocolate North America LLC
BF,45161050,"GHIRARDELLI CHOCOLATE, SQUARES CHOCOLATES, EGGNOG, UPC: 747599700569",GHIRARDELLI CHOCOLATE COMPANY
BF,45144648,"THE MADELAINE CHOCOLATE COMPANY, SOLID DARK CHOCOLATE, UPC: 000609941049",Madelaine Chocolate Novelties
BF,45142000,"THE MADELAINE CHOCOLATE COMPANY, SOLID MILK CHOCOLATE, UPC: 000609941766",Madelaine Chocolate Novelties
BF,45146527,"BETSY ANN AMERICAN CHOCOLATES, MILK CHOCOLATES, UPC: 810619021231","Betsy Ann Candies, Inc."
BF,45273988,"RICH CHOCOLATE ICE CREAM WITH CHOCOLATE COATED ALMONDS, UPC: 018894312550","Big Y Foods, Inc."
BF,45040227,"LA CREMA, BISCUITS WITH CHOCOLATE CREAM FILLING, CHOCOLATE, UPC: 858406005064","AJM Enterprises, Inc"
BF,45023528,"BRIX, CHOCOLATE FOR WINE, EXTRA DARK CHOCOLATE, UPC: 895832002021",BRIX CHOCOLATE
BF,45166072,"ROCKY MOUNTAIN CHOCOLATE FACTORY, MILK CHOCOLATE, UPC: 751269010827","ROCKY MOUNTAIN CHOCOLATE FACTORY, INC."
BF,45166774,"BIRMINGHAM CHOCOLATE, CHOCOLATE, CHIPOTLE GINGER, UPC: 852020003086",Birmingham Chocolate LLC
BF,45161818,"BIRMINGHAM CHOCOLATE, CHOCOLATE BAR, PISTACHIO CHERRY, UPC: 852020003109",Birmingham Chocolate LLC
BF,45147431,"BIRMINGHAM CHOCOLATE, MACADAMIA NUT CHAI CHOCOLATE BAR, UPC: 852020003130",Birmingham Chocolate LLC
BF,45232362,"SHOP RITE, CHOCOLATE CREMES SANDWICH COOKIES, CHOCOLATE, UPC: 041190050659",WAKEFERN FOOD CORPORATION
BF,45249109,"M&M'S, CHOCOLATE CANDIES, MILK CHOCOLATE, UPC: 040000510741",Mars Chocolate North America LLC
BF,45248831,"ETHEL M CHOCOLATES, DARK CHOCOLATE ALMONDS, UPC: 012937471259",Mars Retail Group Inc.
BF,45333859,"THE MADELAINE CHOCOLATE COMPANY, SOLID MILK CHOCOLATE, UPC: 000609941001",Madelaine Chocolate Novelties
BF,45141999,"THE MADELAINE CHOCOLATE COMPANY, SOLID MILK CHOCOLATE, UPC: 000609941759",Madelaine Chocolate Novelties
BF,45161399,"KOHLER CHOCOLATES, VARIETY TOFFEE BARK CHOCOLATES, UPC: 811091020156",Kohler Original Recipe Chocolates
BF,45041511,"PALMER, MERRY MONEY CHOCOLATE BAR, MILK CHOCOLATE, UPC: 041269206550",R.M. PALMER CO.
BF,45024492,"DILETTANTE CHOCOLATES, TRUFFLECREMES, DOUBLE MILK CHOCOLATE, PEPPERMINT, UPC: 037041008313","Seattle Gourmet Foods, Inc."
BF,45023520,"SANTANDER CHOCOLATE, DARK CHOCOLATE, COLUMBIAN SINGLE ORIGIN, UPC: 051817506209",COMPANIA NACIONAL DE CHOCOLATES S.A.S.
BF,45023518,"GHIRARDELLI CHOCOLATE, MILK CHOCOLATE WITH MINT COOKIE FILLING, UPC: 747599617461",GHIRARDELLI CHOCOLATE COMPANY
BF,45209310,"85% CACAO THE DARK CHOCOLATE LOVER'S CHOCOLATE BAR, UPC: 00931847",Imagix Corp.
BF,45149566,"GHIRARDELLI CHOCOLATE, SQUARES DARK CHOCOLATE, STRAWBERRY FILLING, UPC: 747599708398",GHIRARDELLI CHOCOLATE COMPANY
BF,45153646,"GHIRARDELLI CHOCOLATE, SQUARES, MILK CHOCOLATE WITH CARAMEL FILLING, UPC: 747599323584",GHIRARDELLI CHOCOLATE COMPANY
BF,45152102,"SPLENDID CHOCOLATES, MILK CHOCOLATE TRUFFLES, CANDY CORN, UPC: 065278308906",Splendid Chocolates Ltd.
BF,45153644,"GHIRARDELLI CHOCOLATE, PREMIUM CHOCOLATE ASSORTMENT, UPC: 747599323072",GHIRARDELLI CHOCOLATE COMPANY
BF,45354766,"WINE LOVER'S CHOCOLATE, MILK CHOCOLATE DROPS, UPC: 636092105882",Bridge International Co.
BF,45032395,"RICH'S, CHOCOLATE CAKE, CHOCOLATE WHIPPED ICING, UPC: 049800143159",RICH PRODUCTS CORPORATION
BF,45158265,"MINI CHOCOLATE COVERED CHOCOLATE NUGGETS, UPC: 721605282485","Hebert Confections, LLC"
BF,45166052,"GHIRARDELLI CHOCOLATE, MILK CHOCOLATE CARAMEL BUNNY, UPC: 747599323676",GHIRARDELLI CHOCOLATE COMPANY
BF,45166050,"GHIRARDELLI CHOCOLATE, MILK CHOCOLATE, CARAMEL BUNNY, UPC: 747599322983",GHIRARDELLI CHOCOLATE COMPANY
BF,45158324,"GHIRARDELLI CHOCOLATE, PREMIUM CHOCOLATE FALL ASSORTMENT, UPC: 747599325137",GHIRARDELLI CHOCOLATE COMPANY
BF,45023519,"SULPICE CHOCOLATE, DARK CHOCOLATE, GINGER & LEMON ESSENCE, UPC: 859107002055",SULPICE CHOCOLAT
BF,45023498,"GHIRARDELLI CHOCOLATE, GOURMET MILK, MILK CHOCOLATE, UPC: 747599614156",GHIRARDELLI CHOCOLATE COMPANY
BF,45158781,"BLACK MOUNTAIN CHOCOLATE, DARK MILK CHOCOLATE, UPC: 895549002246",Black Mountain Chocolate LLC
BF,45147161,"FRUITS IN CHOCOLATE, PRUNE IN DARK CHOCOLATE, UPC: 837907300014",none
BF,45161732,"CHOCOLATE ORCHARD, DARK CHOCOLATE CASHEWS, UPC: 846548093575",CIBO VITA INC
BF,45041481,"GHIRARDELLI CHOCOLATE, HOLIDAY IMPRESSIONS MILK & DARK CHOCOLATE, UPC: 747599322259",GHIRARDELLI CHOCOLATE COMPANY
BF,45153642,"GHIRARDELLI CHOCOLATE, SQUARES, PREMIUM CHOCOLATE ASSORTMENT, UPC: 747599322693",GHIRARDELLI CHOCOLATE COMPANY
BF,45358609,"WINE LOVER'S CHOCOLATE, CHOCOLATE, PAIR WITH CHAMPAGNE, UPC: 636092105875",Bridge International Co.
BF,45161734,"CHOCOLATE ORCHARD, DARK CHOCOLATE COVERED EDAMAME, UPC: 846548093643",CIBO VITA INC
BF,45146108,"LAKE CHAMPLAIN CHOCOLATES, DARK CHOCOLATE, UPC: 769933856466",Champlain Chocolate Company
BF,45161043,"GHIRARDELLI CHOCOLATE, BUNNY, MILK CHOCOLATE, UPC: 747599323669",GHIRARDELLI CHOCOLATE COMPANY
BF,45161046,"GHIRARDELLI CHOCOLATE, MILK CHOCOLATE, PUMPKIN SPICE CARAMEL, UPC: 747599325267",GHIRARDELLI CHOCOLATE COMPANY
BF,45245565,"CHOCOLATE CHIP COOKIE & CHOCOLATE BROWNIE KIT, UPC: 028000102395",Nestle USA Inc.
BF,45270709,"CHOCOLATE CREAM EGG IN MILK CHOCOLATE, UPC: 077260063052",RUSSELL STOVER CANDIES INC.
BF,45267758,"GLAZED CHOCOLATE CHEESECAKE SNACKE WITH CHOCOLATE CHIPS, UPC: 700580410052",none
BF,45231177,"DREAMIN' OF CHOCOLATE DARK & WHITE CHOCOLATE LAYER CAKE, UPC: 770118300087",INSPIRED BY HAPPINESS
BF,45012023,"CHOCOLATE CAKES WITH CHOCOLATE FLAVORED COATING AND CREME FILLING, UPC: 025600002254",TASTY BAKING COMPANY
BF,45017953,"ENDANGERED SPECIES CHOCOLATE, DARK CHOCOLATE, CRANBERRIES & ALMONDS, UPC: 037014242300",The Endangered Species Chocolate Co
BF,45117782,"CHOCOLATE CORTES, EMBAJADOR SWEET BAKING CHOCOLATE, UPC: 073693001500",Sucesores Pedro Cortes Inc.
BF,45101928,"FLAVE!, PEARLESCENT CHOCOLATE GEMS, MILK CHOCOLATE, UPC: 812438011981","The Hampton Popcorn Company, Inc."
BF,45234642,"ATKINS, CREAMY CHOCOLATE SHAKE, CHOCOLATE, UPC: 637480064422","ATKINS NUTRITIONALS, INC."
BF,45153626,"GHIRARDELLI CHOCOLATE, GOURMET ASSORTED CHOCOLATE, UPC: 747599323683",GHIRARDELLI CHOCOLATE COMPANY
BF,45172767,"FOOD CLUB, WAFFLES, CHOCOLATE CHOCOLATE CHIP, UPC: 036800417410","Topco Associates, Inc."
BF,45024150,"CADIA, DARK CHOCOLATE HAZELNUT GRANOLA, DARK CHOCOLATE, UPC: 815369012638",CADIA
BF,45162309,"ASKINOSIE CHOCOLATE, DARK CHOCOLATE + PEANUT BUTTER, UPC: 895156001663",Askinosie Chocolate
BF,45158206,"MILK CHOCOLATE FILLED WITH DARK CHOCOLATE GANACHE, UPC: 691355893234","Hammond's Candies Since 1920, LLC"
BF,45268603,"CHOCOLATE CHIP DOUGH TOPPED WITH DARK CHOCOLATE PRETZEL, UPC: 798304213300","Funtastik, Inc."
BF,45269743,"CHOCOLATE TRUFFLE, BELGIUM DARK CHOCOLATE, UPC: 891748500262",none
BF,45223439,"CHOCOLATE LOVERS CREAM FILLED CHOCOLATE CUPCAKES, UPC: 025600005118",TASTY BAKING COMPANY
BF,45262265,"DOVE, PROMISES, CHOCOLATE, TOFFEE & MILK CHOCOLATE SWIRL, UPC: 040000498315",Mars Chocolate North America LLC
BF,45094098,"ENDANGERED SPECIES CHOCOLATE, NATURAL DARK CHOCOLATE, COCOA, UPC: 037014242478",The Endangered Species Chocolate Co
BF,45117743,"CHOCOLATE CORTES, LITE GROUND CHOCOLATE MOLIDO, UPC: 073693001074",Sucesores Pedro Cortes Inc.
BF,45166234,"LAKE CHAMPLAIN CHOCOLATES, MILK CHOCOLATE TRUFFLE, UPC: 769933856312",Champlain Chocolate Company
BF,45250185,"PERUGINA, DARK CHOCOLATE ORANGELLO CHOCOLATES, UPC: 839456003439",PERUGINA
BF,45145685,"GHIRARDELLI CHOCOLATE, PREMIUM CHOCOLATE ASSORTMENT, UPC: 747599322716",GHIRARDELLI CHOCOLATE COMPANY
BF,45216662,"INBAR, CHOCOLATE BAR, CHOCOLATE FUDGE, UPC: 10857602004014",Inbalance Health Corporation
BF,45286021,"PREMIUM BELGIAN CHOCOLATE, MILK CHOCOLATE THINS, UPC: 075450231410","Hy-Vee, Inc."
BF,45375270,"CADBURY HIGHLIGHTS CHOCOLATE DRINK CHOCOLATE, UNPREPARED, GTIN: 07622210218513",Mondelez EU B2B2C
BF,45375545,"TERRY'S CHOCOLATE ORANGE CHOCOLATE BALL, UNPREPARED, GTIN: 07622210496973",Mondelez EU B2B2C
BF,45375591,"CADBURY DRINKING CHOCOLATE HOT CHOCOLATE-LIQUID, UNPREPARED, GTIN: 07622300749729",Mondelez EU B2B2C
BF,45375854,"CADBURY HEROES CHOCOLATE PIECES ASSORTED CHOCOLATE, UNPREPARED, GTIN: 07622210475060",Mondelez EU B2B2C
BF,45375985,"CADBURY BUTTONS CHOCOLATE PIECES WHITE CHOCOLATE, UNPREPARED, GTIN: 00000050201815",Mondelez EU B2B2C
BF,45376101,"CADBURY BOURNVILLE CHOCOLATE BAR DARK CHOCOLATE, UNPREPARED, GTIN: 07622210098917",Mondelez EU B2B2C
BF,45376188,"TERRY'S CHOCOLATE ORANGE CHOCOLATE BALL, UNPREPARED, GTIN: 03664346304863",Mondelez EU B2B2C
BF,45278763,"MILK CHOCOLATE, CLUSTERS OF PEANUTS & MILK CHOCOLATE, UPC: 075450084634","Hy-Vee, Inc."
BF,45015214,"WOW BAKING COMPANY, CHOCOLATE BROWNIE, CHOCOLATE BROWNIE, UPC: 857929003038",WOW BAKING COMPANY
BF,45166055,"GHIRARDELLI CHOCOLATE, DARK CHOCOLATE, SEA SALT BROWNIE, UPC: 747599622380",GHIRARDELLI CHOCOLATE COMPANY
BF,45149560,"GHIRARDELLI CHOCOLATE, MINIS ASSORTMENT CHOCOLATE, UPC: 747599321238",GHIRARDELLI CHOCOLATE COMPANY
BF,45086420,"GHIRARDELLI CHOCOLATE, SQUARES CHOCOLATE, MILK & CARAMEL, UPC: 747599322853",GHIRARDELLI CHOCOLATE COMPANY
BF,45160602,"RED STONE'S, CHOCOLATE MEMORIES PREMIUM MILK CHOCOLATE, UPC: 674563553039",Redstone Foods Inc.
BF,45375291,"TERRY'S CHOCOLATE ORANGE CHOCOLATE BALL MILK, UNPREPARED, GTIN: 05000136042818",Mondelez EU B2B2C
